id,lemma,pronunciation,transliteration,definition,derivation,strongsNumber,englishWord
4392,מָלֵא,maw-lay',mâlêʼ,"full (literally or figuratively) or filling (literally); also (concretely) fulness; adverbially, fully",from H4390 (מָלֵא);,H4392,"[idiom] she that was with child, fill(-ed, -ed with), full(-ly), multitude, as is worth."
4393,מְלֹא,mel-o',mᵉlôʼ,fulness (literally or figuratively),"rarely מְלוֹא; or מְלוֹ; (Ezekiel [41:8), from H4390 (מָלֵא);",H4393,"[idiom] all along, [idiom] all that is (there-) in, fill, ([idiom] that whereof...was) full, fulness, (hand-) full, multitude."
4394,מִלֻּא,mil-loo',milluʼ,"a fulfilling (only in plural), i.e. (literally) a setting (of gems), or (technically) consecration (also concretely, a dedicatory sacrifice)",from H4390 (מָלֵא);,H4394,"consecration, be set."
4395,מְלֵאָה,mel-ay-aw',mᵉlêʼâh,"something fulfilled, i.e. abundance (of produce)",feminine of H4392 (מָלֵא);,H4395,"(first of ripe) fruit, fulness."
4396,מִלֻּאָה,mil-loo-aw',milluʼâh,"a filling, i.e. setting (of gems)",feminine of H4394 (מִלֻּא);,H4396,"enclosing, setting."
4397,מֲלְאָךְ,mal-awk',mălʼâk,"a messenger; specifically, of God, i.e. an angel (also a prophet, priest or teacher)",from an unused root meaning to despatch as a deputy;,H4397,"ambassador, angel, king, messenger."
4398,מַלְאַךְ,mal-ak',malʼak,an angel,(Aramaic) corresponding to H4397 (מֲלְאָךְ);,H4398,angel.
4399,מְלָאכָה,mel-aw-kaw',mᵉlâʼkâh,"properly, deputyship, i.e. ministry; generally, employment (never servile) or work (abstractly or concretely); also property (as the result of labor)",from the same as H4397 (מֲלְאָךְ);,H4399,"business, [phrase] cattle, [phrase] industrious, occupation, ([phrase] -pied), [phrase] officer, thing (made), use, (manner of) work((-man), -manship)."
4400,מַלְאֲכוּת,mal-ak-ooth',malʼăkûwth,a message,from the same as H4397 (מֲלְאָךְ);,H4400,message.
4401,מַלְאָכִי,mal-aw-kee',Malʼâkîy,"Malaki, a prophet",from the same as H4397 (מֲלְאָךְ); ministrative;,H4401,Malachi.
4402,מִלֵּאת,mil-layth',millêʼth,"fulness, i.e. (concretely) a plump socket (of the eye)",from H4390 (מָלֵא);,H4402,[idiom] fitly.
4403,מַלְבּוּשׁ,mal-boosh',malbûwsh,"a garment, or (collectively) clothing",or מַלְבֻּשׁ; from H3847 (לָבַשׁ);,H4403,"apparel, raiment, vestment."
4404,מַלְבֵּן,mal-bane',malbên,a brickkiln,from H3835 (לָבַן) (denominative);,H4404,brickkiln.
4405,מִלָּה,mil-law',millâh,"a word; collectively, a discourse; figuratively, a topic",from H4448 (מָלַל) (plural masculine as if from מִלֶּה;,H4405,"[phrase] answer, by-word, matter, any thing (what) to say, to speak(-ing), speak, talking, word."
4406,מִלָּה,mil-law',millâh,"a word, command, discourse, or subject",(Aramaic) corresponding to H4405 (מִלָּה);,H4406,"commandment, matter, thing. word."
4407,מִלּוֹא,mil-lo',millôwʼ,"a rampart (as filled in), i.e. the citadel","or מִלֹּא; (2 Kings 12:20), from H4390 (מָלֵא);",H4407,Millo. See also H1037 (בֵּית מִלּוֹא).
4408,מַלּוּחַ,mal-loo'-akh,mallûwach,sea-purslain (from its saltness),from H4414 (מָלַח);,H4408,mallows.
4409,מַלּוּךְ,mal-luke',Mallûwk,"Malluk, the name of five Israelites","or מַלּוּכִי; (Nehemiah 12:14), from H4427 (מָלַךְ); remnant;",H4409,"Malluch, Melichu (from the margin)."
4410,מְלוּכָה,mel-oo-kaw',mᵉlûwkâh,"something ruled, i.e. a realm",feminine passive participle of H4427 (מָלַךְ);,H4410,"kingsom, king's, [idiom] royal."
4411,מָלוֹן,maw-lone',mâlôwn,"a lodgment, i.e. caravanserai or encampment",from H3885 (לוּן);,H4411,"inn, place where...lodge, lodging (place)."
4412,מְלוּנָה,mel-oo-naw',mᵉlûwnâh,"a hut, a hammock",feminine from H3885 (לוּן);,H4412,"cottage, lodge."
4413,מַלּוֹתִי,mal-lo'-thee,Mallôwthîy,"Mallothi, an Israelite",apparently from H4448 (מָלַל); I have talked (i.e. loquacious),H4413,Mallothi.
4414,מָלַח,maw-lakh',mâlach,"properly, to rub to pieces or pulverize; intransitively, to disappear as dust; to salt whether internally (to season with salt) or externally (to rub with salt)",a primitive root; also as denominative from H4417 (מֶלַח),H4414,"[idiom] at all, salt, season, temper together, vanish away."
4415,מְלַח,mel-akh',mᵉlach,"to eat salt, i.e. (generally) subsist",(Aramaic) corresponding to H4414 (מָלַח);,H4415,[phrase] have maintenance.
4416,מְלַח,mel-akh',mᵉlach,salt,(Aramaic) from H4415 (מְלַח);,H4416,"[phrase] maintenance, salt."
4417,מֶלַח,meh'-lakh,melach,"properly, powder, i.e. (specifically) salt (as easily pulverized and dissolved)",from H4414 (מָלַח);,H4417,salt(-pit).
4418,מָלָח,maw-lawkh',mâlâch,a rag or old garment,from H4414 (מָלַח) in its original sense;,H4418,rotten rag.
4419,מַלָּח,mal-lawkh',mallâch,a sailor (as following 'the salt'),from H4414 (מָלַח) in its second. sense;,H4419,mariner.
4420,מְלֵחָה,mel-ay-khaw',mᵉlêchâh,"properly, salted (i.e. land), i.e. a desert",from H4414 (מָלַח) (in its denominative sense); understood as land (H776 (אֶרֶץ)),H4420,"barren land(-ness), salt (land)."
4421,מִלְחָמָה,mil-khaw-maw',milchâmâh,"a battle (i.e. the engagement); generally, war (i.e. warfare)",from H3898 (לָחַם) (in the sense of fighting);,H4421,"battle, fight(-ing), war(-rior)."
4422,מָלַט,maw-lat',mâlaṭ,"properly, to be smooth, i.e. (by implication) to escape (as if by slipperiness); causatively, to release or rescue; specifically, to bring forth young, emit sparks",a primitive root;,H4422,"deliver (self), escape, lay, leap out, let alone, let go, preserve, save, [idiom] speedily, [idiom] surely."
4423,מֶלֶט,meh'-let,meleṭ,cement (from its plastic smoothness),"from H4422 (מָלַט),",H4423,clay.
4424,מְלַטְיָה,mel-at-yaw',Mᵉlaṭyâh,"Melatjah, a Gibeonite",from H4423 (מֶלֶט) and H3050 (יָהּ); (whom) Jah has delivered;,H4424,Melatiah.
4425,מְלִילָה,mel-ee-law',mᵉlîylâh,a head of grain (as cut off),from H4449 (מְלַל) (in the sense of cropping (compare H4135 (מוּל)));,H4425,ear.
4426,מְלִיצָה,mel-ee-tsaw',mᵉlîytsâh,an aphorism; also a satire,from H3887 (לוּץ);,H4426,"interpretation, taunting."
4427,מָלַךְ,maw-lak',mâlak,"to reign; inceptively, to ascend the throne; causatively, to induct into royalty; hence (by implication) to take counsel",a primitive root;,H4427,"consult, [idiom] indeed, be (make, set a, set up) king, be (make) queen, (begin to, make to) reign(-ing), rule, [idiom] surely."
4428,מֶלֶךְ,meh'-lek,melek,a king,from H4427 (מָלַךְ);,H4428,"king, royal."
4429,מֶלֶךְ,meh'-lek,Melek,"Melek, the name of two Israelites",the same as H4428 (מֶלֶךְ); king;,H4429,"Melech, Hammelech (by including the article)."
4430,מֶלֶךְ,meh'-lek,melek,a king,(Aramaic) corresponding to H4428 (מֶלֶךְ);,H4430,"king, royal."
4431,מְלַךְ,mel-ak',mᵉlak,advice,(Aramaic) from a root corresponding to H4427 (מָלַךְ) in the sense of consultation;,H4431,counsel.
4432,מֹלֶךְ,mo'-lek,Môlek,"Molek (i.e. king), the chief deity of the Ammonites",from H4427 (מָלַךְ);,H4432,Molech. Compare H4445 (מַלְכָּם).
4433,מַלְכָּא,mal-kaw',malkâʼ,a queen,(Aramaic) corresponding to H4436 (מַלְכָּה);,H4433,queen.
4434,מַלְכֹּדֶת,mal-ko'-deth,malkôdeth,a snare,from H3920 (לָכַד);,H4434,trap.
4435,מִלְכָּה,mil-kaw',Milkâh,"Milcah, the name of a Hebrewess and of an Israelite",a form of H4436 (מַלְכָּה); queen;,H4435,Milcah.
4436,מַלְכָּה,mal-kaw',malkâh,a queen,feminine of H4428 (מֶלֶךְ);,H4436,queen.
4437,מַלְכוּ,mal-koo',malkûw,dominion (abstractly or concretely),(Aramaic) corresponding to H4438 (מַלְכוּת);,H4437,"kingdom, kingly, realm, reign."
4438,מַלְכוּת,mal-kooth',malkûwth,"a rule; concretely, a dominion",or מַלְכֻת; or (in plural) מַלְכֻיָּה; from H4427 (מָלַךְ);,H4438,"empire, kingdom, realm, reign, royal."
4439,מַלְכִּיאֵל,mal-kee-ale',Malkîyʼêl,"Malkiel, an Israelite",from H4428 (מֶלֶךְ) and H410 (אֵל); king of (i.e. appointed by) God;,H4439,Malchiel.
4440,מַלְכִּיאֵלִי,mal-kee-ay-lee',Malkîyʼêlîy,a Malkielite or descendant of Malkiel,patronymical from H4439 (מַלְכִּיאֵל);,H4440,Malchielite.
4441,מַלְכִּיָּה,mal-kee-yaw',Malkîyâh,"Malkijah, the name of ten Israelites","or מַלְכִּיָּהוּlemma מַלְכִּיָהוּ missing dagesh, corrected to מַלְכִּיָּהוּ; (Jeremiah [38:6), from H4428 (מֶלֶךְ) and H3050 (יָהּ); king of (i.e. appointed by) Jah;",H4441,"Malchiah, Malchijah."
4442,מַלְכִּי־צֶדֶק,mal-kee-tseh'-dek,Malkîy-Tsedeq,"Malki-Tsedek, an early king in Palestine",from H4428 (מֶלֶךְ) and H6664 (צֶדֶק); king of right;,H4442,Melchizedek.
4443,מַלְכִּירָם,mal-kee-rawm',Malkîyrâm,"Malkiram, an Israelite",from H4428 (מֶלֶךְ) and H7311 (רוּם); king of a high one (i.e. of exaltation);,H4443,Malchiram.
4444,מַלְכִּישׁוּעַ,mal-kee-shoo'-ah,Malkîyshûwaʻ,"Malkishua, an Israelite",from H4428 (מֶלֶךְ) and H7769 (שׁוּעַ); king of wealth;,H4444,Malchishua.
4445,מַלְכָּם,mal-kawm',Malkâm,"Malcam or Milcom, the national idol of the Ammonites",or מִלְכּוֹם; from H4428 (מֶלֶךְ) for H4432 (מֹלֶךְ);,H4445,"Malcham, Milcom."
4446,מְלֶכֶת,mel-eh'-keth,mᵉleketh,a queen,from H4427 (מָלַךְ);,H4446,queen.
4447,מֹלֶכֶת,mo-leh'-keth,Môleketh,"Moleketh, an Israelitess",feminine active participle of H4427 (מָלַךְ); queen;,H4447,Hammoleketh (including the article).
4448,מָלַל,maw-lal',mâlal,to speak (mostly poetical) or say,a primitive root;,H4448,"say, speak, utter."
4449,מְלַל,mel-al',mᵉlal,to speak,(Aramaic) corresponding to H4448 (מָלַל);,H4449,"say, speak(-ing)."
4450,מִלֲלַי,mee-lal-ah'-ee,Milălay,"Milalai, an Israelite",from H4448 (מָלַל); talkative;,H4450,Milalai.
4451,מַלְמָד,mal-mawd',malmâd,a goad for oxen,from H3925 (לָמַד);,H4451,goad.
4452,מָלַץ,maw-lats',mâlats,"to be smooth, i.e. (figuratively) pleasant",a primitive root;,H4452,be sweet.
4453,מֶלְצָר,mel-tsawr',meltsâr,the butler or other officer in the Babylonian court,of Persian derivation;,H4453,Melzar.
4454,מָלַק,maw-lak',mâlaq,"to crack a joint; by implication, to wring the neck of afowl (without separating it)",a primitive root;,H4454,wring off.
4455,מַלְקוֹחַ,mal-ko'-akh,malqôwach,"transitively (in dual) the jaws (as taking food); intransitively, spoil (and captives) (as taken)",from H3947 (לָקַח);,H4455,"booty, jaws, prey."
4456,מַלְקוֹשׁ,mal-koshe',malqôwsh,"the spring rain; figuratively, eloquence",from H3953 (לָקַשׁ); (compare H3954 (לֶקֶשׁ)),H4456,latter rain.
4457,מֶלְקָח,mel-kawkh',melqâch,(only in dual) tweezers,or מַלְקָח; from H3947 (לָקַח);,H4457,"snuffers, tongs."
4458,מֶלְתָּחָה,mel-taw-khaw',meltâchâh,a wardrobe (i.e. room where clothing is spread),from an unused root meaning to spread out;,H4458,vestry.
4459,מַלְתָּעָה,mal-taw-aw',maltâʻâh,"a grinder, i.e. back tooth",transp. for H4973 (מְתַלְּעָה);,H4459,great tooth.
4460,מַמְּגֻרָה,mam-meg-oo-raw',mammᵉgurâh,a granary,from H4048 (מָגַר) (in the sense of depositing);,H4460,barn.
4461,מֵמַד,may-mad',mêmad,a measure,from H4058 (מָדַד);,H4461,measure.
4462,מְמוּכָן,mem-oo-kawn',Mᵉmûwkân,"Memucan or Momucan, a Persian satrap","or (transp.) מוֹמֻכָן; (Esther 1:16), of Persian derivation;",H4462,Memucan.
4463,מָמוֹת,maw-mothe',mâmôwth,"a mortal disease; concretely, a corpse",from H4191 (מוּת);,H4463,death.
4464,מַמְזֵר,mam-zare',mamzêr,"a mongrel, i.e. born of aJewish father and aheathen mother",from an unused root meaning to alienate;,H4464,bastard.
4465,מִמְכָּר,mim-kawr',mimkâr,"merchandise; abstractly, a selling",from H4376 (מָכַר);,H4465,"[idiom] ought, (that which cometh of) sale, that which...sold, ware."
4466,מִמְכֶּרֶת,mim-keh'-reth,mimkereth,a sale,feminine of H4465 (מִמְכָּר);,H4466,[phrase] sold as.
4467,מַמְלָכָה,mam-law-kaw',mamlâkâh,"dominion, i.e. (abstractly) the estate (rule) or (concretely) the country (realm)",from H4427 (מָלַךְ);,H4467,"kingdom, king's, reign, royal."
4468,מַמְלָכוּת,mam-law-kooth',mamlâkûwth,"{dominion, i.e. (abstractly) the estate (rule) or (concretely) the country (realm)}",a form of H4467 (מַמְלָכָה) and equiv. to it,H4468,"kingdom, reign."
4469,מַמְסָךְ,mam-sawk',mamçâk,"mixture, i.e. (specifically) wine mixed (with water or spices)",from H4537 (מָסַךְ);,H4469,"drink-offering, mixed wine."
4470,מֶמֶר,meh'-mer,memer,sorrow,from an unused root meaning to grieve;,H4470,bitterness.
4471,מַמְרֵא,mam-ray',Mamrêʼ,"Mamre, an Amorite",from H4754 (מָרָא)(in the sense of vigor); lusty;,H4471,Mamre.
4472,מַמְרֹר,mam-rore',mamrôr,"a bitterness, i.e. (figuratively) calamity",from H4843 (מָרַר);,H4472,bitterness.
4473,מִמְשַׁח,mim-shakh',mimshach,outspread (i.e. with outstretched wings),"from H4886 (מָשַׁח), in the sense of expansion;",H4473,anointed.
4474,מִמְשָׁל,mim-shawl',mimshâl,a ruler or (abstractly) rule,from H4910 (מָשַׁל);,H4474,"dominion, that ruled."
4475,מֶמְשָׁלָה,mem-shaw-law',memshâlâh,rule; also (concretely in plural) a realm or a ruler,feminine of H4474 (מִמְשָׁל);,H4475,"dominion, government, power, to rule."
4476,מִמְשָׁק,mim-shawk',mimshâq,a possession,from the same as H4943 (מֶשֶׁק);,H4476,breeding.
4477,מַמְתַּק,mam-tak',mamtaq,something sweet (literally or figuratively),from H4985 (מָתַק);,H4477,(most) sweet.
4478,מָן,mawn,mân,"literally a whatness (so to speak), i.e. manna (so called from the question about it)",from H4100 (מָה);,H4478,manna.
4479,מָן,mawn,mân,"who or what (properly, interrogatively, hence, also indefinitely and relatively)",(Aramaic) from H4101 (מָה);,H4479,"what, who(-msoever, [phrase] -so)."
4480,מִן,min,min,"properly, a part of; hence (prepositionally), from or out of in many senses",or מִנִּי; or מִנֵּי; (constructive plural) (Isaiah 30:11); for H4482 (מֵן);,H4480,"above, after, among, at, because of, by (reason of), from (among), in, [idiom] neither, [idiom] nor, (out) of, over, since, [idiom] then, through, [idiom] whether, with."
4481,מִן,min,min,"{properly, a part of; hence (prepositionally), from or out of}",(Aramaic) corresponding to H4480 (מִן),H4481,"according, after, [phrase] because, [phrase] before, by, for, from, [idiom] him, [idiom] more than, (out) of, part, since, [idiom] these, to, upon, [phrase] when."
4482,מֵן,mane,mên,a musical chord (as parted into strings),"from an unused root meaning to apportion; a part; hence,",H4482,"in (the same) (Psalm 68:23), stringed instrument (Psalm 150:4), whereby (Psalm 45:8 (defective plural))."
4483,מְנָא,men-aw',mᵉnâʼ,"to count, appoint","(Aramaic) or מְנָה; (Aramaic), corresponding to H4487 (מָנָה);",H4483,"number, ordain, set."
4484,מְנֵא,men-ay',mᵉnêʼ,numbered,(Aramaic) passive participle of H4483 (מְנָא);,H4484,Mene.
4485,מַנְגִּינָה,man-ghee-naw',mangîynâh,a satire,from H5059 (נָגַן);,H4485,music.
4486,מַנְדַּע,man-dah',mandaʻ,wisdom or intelligence,(Aramaic) corresponding to H4093 (מַדָּע);,H4486,"knowledge, reason, understanding."
4487,מָנָה,maw-naw',mânâh,"properly, to weigh out; by implication, to allot or constitute officially; also to enumerate or enroll",a primitive root;,H4487,"appoint, count, number, prepare, set, tell."
4488,מָנֶה,maw-neh',mâneh,"properly, a fixed weight or measured amount, i.e. (techn.) a maneh or mina",from H4487 (מָנָה);,H4488,"maneh, pound."
4489,מֹנֶה,mo-neh',môneh,"properly, something weighed out, i.e. (figuratively) a portion of time, i.e. an instance",from H4487 (מָנָה);,H4489,time.
4490,מָנָה,maw-naw',mânâh,"properly, something weighed out, i.e. (generally) a division; specifically (of food) a ration; also a lot",from H4487 (מָנָה);,H4490,"such things as belonged, part, portion."
4491,מִנְהָג,min-hawg',minhâg,the driving (of a chariot),from H5090 (נָהַג);,H4491,driving.
4492,מִנְהָרָה,min-haw-raw',minhârâh,"properly, a channel or fissure, i.e. (by implication) a cavern",from H5102 (נָהַר);,H4492,den.
4493,מָנוֹד,maw-node',mânôwd,a nodding or toss (of the head in derision),from H5110 (נוּד),H4493,shaking.
4494,מָנוֹחַ,maw-no'-akh,mânôwach,"quiet, i.e. (concretely) a settled spot, or (figuratively) a home",from H5117 (נוּחַ);,H4494,(place of) rest.
4495,מָנוֹחַ,maw-no'-akh,Mânôwach,"Manoach, an Israelite",the same as H4494 (מָנוֹחַ); rest;,H4495,Manoah.
4496,מְנוּחָה,men-oo-khaw',mᵉnûwchâh,"repose or (adverbially) peacefully; figuratively, consolation (specifically, matrimony); hence (concretely) an abode",or מְנֻחָה; feminine of H4495 (מָנוֹחַ);,H4496,"comfortable, ease, quiet, rest(-ing place), still."
4497,מָנוֹן,maw-nohn',mânôwn,"a continuator, i.e. heir",from H5125 (נוּן);,H4497,son.
4498,מָנוֹס,maw-noce',mânôwç,"a retreat (literally or figuratively); abstractly, a fleeing",from H5127 (נוּס);,H4498,"[idiom] apace, escape, way to flee, flight, refuge."
4499,מְנוּסָה,men-oo-saw',mᵉnûwçâh,retreat,or מְנֻסָה; feminine of H4498 (מָנוֹס);,H4499,"fleeing, flight."
