id,pronunciation,lemma,transliteration,definition,strongsNumber,englishWord
3099,mad-ee-on',Μαδιάν,Madián,"[Μαδιάν] of Hebrew origin ({{h4080}}); Madian (i.e. Midian), a region of Arabia",g3099,Madian 1
3100,math-ayt-yoo'-o,μαθητεύω,mathēteúō,"[μαθητεύω] from {{g3101}}; intransitively, to become a pupil; transitively, to disciple, i.e. enrol as scholar",g3100,"teach 2, instruct 1, be disciple 1"
3101,math-ay-tes',μαθητής,mathētḗs,"[μαθητής] from {{g3129}}; a learner, i.e. pupil",g3101,"disciple 268, vr disciple 1"
3102,math-ay'-tree-ah,μαθήτρια,mathḗtria,[μαθήτρια] feminine from {{g3101}}; a female pupil,g3102,disciple 1
3103,math-oo-sal'-ah,Μαθουσάλα,Mathousála,"[Μαθουσάλα] of Hebrew origin ({{h4968}}); Mathusala (i.e. Methushelach), an antediluvian",g3103,Mathusala 1
3104,mahee-nan',Μαϊνάν,Maïnán,"[Μαϊνάν] probably of Hebrew origin; Mainan, an Israelite",g3104,Menan 1
3105,mah'-ee-nom-ahee,μαίνομαι,maínomai,"""[μαίνομαι] middle voice from a primary μάω (to long for; through the idea of insensate craving); to rave as a ""maniac"""",g3105,""be mad 4, be beside (one's) self 1",NULL,
3106,mak-ar-id'-zo,μακαρίζω,makarízō,"[μακαρίζω] from {{g3107}}; to beatify, i.e. pronounce (or esteem) fortunate",g3106,"call blessed 1, count happy 1"
3107,mak-ar'-ee-os,μακάριος,makários,"[μακάριος] a prolonged form of the poetical μάκαρ (meaning the same); supremely blest; by extension, fortunate, well off",g3107,"blessed 44, happy 5, happier 1"
3108,mak-ar-is-mos',μακαρισμός,makarismós,"[μακαρισμός] from {{g3106}}; beatification, i.e. attribution of good fortune",g3108,blessedness 3
3109,mak-ed-on-ee'-ah,Μακεδονία,Makedonía,"[Μακεδονία] from {{g3110}}; Macedonia, a region of Greece",g3109,Macedonia 24
3110,mak-ed'-ohn,Μακεδών,Makedṓn,"[Μακεδών] of uncertain derivation; a Macedon (Macedonian), i.e. inhabitant of Macedonia",g3110,"of Macedonia 4, Macedonian 1"
3111,mak'-el-lon,μάκελλον,mákellon,"[μάκελλον] of Latin origin (macellum); a butcher's stall, meat market or provision-shop",g3111,shambles 1
3112,mak-ran',μακράν,makrán,[μακράν] feminine accusative case singular of {{g3117}} ({{g3598}} being implied); at a distance (literally or figuratively),g3112,"far 4, afar off 2, good way off 1, far hence 1, great way off 1, far off 1"
3113,mak-roth'-en,μακρόθεν,makróthen,[μακρόθεν] adverb from {{g3117}}; from a distance or afar,g3113,"afar off 13, from far 1"
3114,mak-roth-oo-meh'-o,μακροθυμέω,makrothyméō,"[μακροθυμέω] from the same as {{g3116}}; to be long-spirited, i.e. (objectively) forbearing or (subjectively) patient",g3114,"be patient 3, have patience 2, have long patience 1, bear long 1, suffer long 1, be longsuffering 1, patiently endure 1"
3115,mak-roth-oo-mee'-ah,μακροθυμία,makrothymía,"[μακροθυμία] from the same as {{g3116}}; longanimity, i.e. (objectively) forbearance or (subjectively) fortitude",g3115,"longsuffering 12, patience 2"
3116,mak-roth-oo-moce',μακροθυμώς,makrothymṓs,"[μακροθυμώς] adverb of a compound of {{g3117}} and {{g2372}}; with long (enduring) temper, i.e. leniently",g3116,patiently 1
3117,mak-ros',μακρός,makrós,[μακρός] from {{g3372}}; long (in place (distant) or time (neuter plural)),g3117,"long 3, far 2"
3118,mak-rokh-ron'-ee-os,μακροχρόνιος,makrochrónios,"[μακροχρόνιος] from {{g3117}} and {{g5550}}; long-timed, i.e. long-lived",g3118,live long 1
3119,mal-ak-ee'-ah,μαλακία,malakía,"[μαλακία] from {{g3120}}; softness, i.e. enervation (debility)",g3119,disease 3
3120,mal-ak-os',μαλακός,malakós,"[μαλακός] of uncertain affinity; soft, i.e. fine (clothing); figuratively, a catamite",g3120,"soft 3, effeminate 1"
3121,mal-el-eh-ale',Μαλελεήλ,Maleleḗl,"[Μαλελεήλ] of Hebrew origin ({{h4111}}); Maleleel (i.e. Mahalalel), an antediluvian",g3121,Maleleel 1
3122,mal'-is-tah,μάλιστα,málista,[μάλιστα] neuter plural of the superlative of an apparently primary adverb μάλα (very); (adverbially) most (in the greatest degree) or particularly,g3122,"specially 5, especially 4, chiefly 2, most of all 1"
3123,mal'-lon,μᾶλλον,mâllon,[μᾶλλον] neuter of the comparative of the same as {{g3122}}; (adverbially) more (in a greater degree)) or rather,g3123,"more 32, rather 33, the more 12, better + \\2570\\ 2, misc 4"
3124,mal'-khos,Μάλχος,Málchos,"[Μάλχος] of Hebrew origin ({{h4429}}); Malchus, an Israelite",g3124,Malchus 1
3125,mam'-may,μάμμη,mámmē,"""[μάμμη] of natural origin (""mammy""); a grandmother"",g3125,""grandmother 1",NULL,
3126,mam-mo-nas',μαμμωνᾶς,mammōnâs,"[μαμμωνᾶς] of Chaldee origin (confidence, i.e. wealth, personified); mammonas, i.e. avarice (deified)",g3126,mammon 4
3127,man-ah-ane',Μαναήν,Manaḗn,"[Μαναήν] of uncertain origin; Manaën, a Christian",g3127,Manaen 1
3128,man-as-sace',Μανασσῆς,Manassēs,"[Μανασσῆς] of Hebrew origin ({{h4519}}); Mannasses (i.e. Menashsheh), an Israelite",g3128,Manasses 3
3129,man-than'-o,μανθάνω,manthánō,"[μανθάνω] prolongation from a primary verb, another form of which, μαθέω, is used as an alternate in certain tenses; to learn (in any way)",g3129,"learn 24, understand 1"
3130,man-ee'-ah,μανία,manía,[μανία] from {{g3105}}; craziness,g3130,mad 1
3131,man'-nah,μάννα,mánna,"[μάννα] of Hebrew origin ({{h4478}}); manna (i.e. man), an edible gum",g3131,manna 5
3132,mant-yoo'-om-ahee,μαντεύομαι,manteúomai,"[μαντεύομαι] from a derivative of {{g3105}} (meaning a prophet, as supposed to rave through inspiration); to divine, i.e. utter spells (under pretense of foretelling",g3132,by soothsaying 1
3133,mar-ah'-ee-no,μαραίνω,maraínō,"[μαραίνω] of uncertain affinity; to extinguish (as fire), i.e. (figuratively and passively) to pass away",g3133,fade away 1
3134,mar'-an ath'-ah,μαρὰν ἀθά,maràn athá,"[μαρὰν ἀθά] of Chaldee origin (meaning our Lord has come); maranatha, i.e. an exclamation of the approaching divine judgment",g3134,Maranatha 1
3135,mar-gar-ee'-tace,μαργαρίτης,margarítēs,[μαργαρίτης] from μάργαρος (a pearl-oyster); a pearl,g3135,pearl 9
3136,mar'-thah,Μάρθα,Mártha,"[Μάρθα] probably of Chaldee origin (meaning mistress); Martha, a Christian woman",g3136,Martha 13
3137,mar-ee'-ah,Μαρία,María,"[Μαρία]   or Μαριάμof Hebrew origin ({{h4813}}); Maria or Mariam (i.e. Mirjam), the name of six Christian females",g3137,"Mary the mother of Jesus 19, Mary Magdalene 13, Mary the sister of Martha 11, Mary the mother of James 9, Mary the mother of John Mark 1, Mary of Rome 1"
3138,mar'-kos,Μάρκος,Márkos,"[Μάρκος] of Latin origin; Marcus, a Christian",g3138,"Mark 5, Marcus 3"
3139,mar'-mar-os,μάρμαρος,mármaros,[μάρμαρος] from μαρμαίρω (to glisten); marble (as sparkling white),g3139,marble 1
3140,mar-too-reh'-o,μαρτυρέω,martyréō,"[μαρτυρέω] from {{g3144}}; to be a witness, i.e. testify (literally or figuratively)",g3140,"bear witness 25, testify 19, bear record 13, witness 5, be a witness 2, give testimony 2, have a good report 2, misc 11"
3141,mar-too-ree'-ah,μαρτυρία,martyría,[μαρτυρία] from {{g3144}}; evidence given (judicially or genitive case),g3141,"witness 15, testimony 14, record 7, report 1"
3142,mar-too'-ree-on,μαρτύριον,martýrion,"[μαρτύριον] neuter of a presumed derivative of {{g3144}}; something evidential, i.e. (genitive case) evidence given or (specially), the Decalogue (in the sacred Tabernacle)",g3142,"testimony 15, witness 4, to be testified 1"
3143,mar-too'-rom-ahee,μαρτύρομαι,martýromai,"[μαρτύρομαι] middle voice from {{g3144}}; to be adduced as a witness, i.e. (figuratively) to obtest (in affirmation or exhortation)",g3143,"testify 2, take to record 1"
3144,mar'-toos,μάρτυς,mártys,"""[μάρτυς] of uncertain affinity; a witness (literally (judicially) or figuratively (genitive case)); by analogy, a ""martyr"""",g3144,""witness 29, martyr 3, record 2",NULL,
3145,mas-sah'-om-ahee,μασσάομαι,massáomai,[μασσάομαι] from a primary μάσσω (to handle or squeeze); to chew,g3145,gnaw 1
3146,mas-tig-o'-o,μαστιγόω,mastigóō,[μαστιγόω] from {{g3148}}; to flog (literally or figuratively),g3146,scourge 7
3147,mas-tid'-zo,μαστίζω,mastízō,[μαστίζω] from {{g3149}}; to whip (literally),g3147,to scourge 1
3148,mas'-tix,μάστιξ,mástix,"[μάστιξ] probably from the base of {{g3145}} (through the idea of contact); a whip (literally, the Roman flagellum for criminals; figuratively, a disease)",g3148,"plague 4, scourging 2"
3149,mas-tos',μαστός,mastós,"[μαστός] from the base of {{g3145}}; a (properly, female) breast (as if kneaded up)",g3149,pap 3
3150,mat-ah-yol-og-ee'-ah,ματαιολογία,mataiología,"[ματαιολογία] from {{g3151}}; random talk, i.e. babble",g3150,vain jangling 1
3151,mat-ah-yol-og'-os,ματαιολόγος,mataiológos,"[ματαιολόγος] from {{g3152}} and {{g3004}}; an idle (i.e. senseless or mischievous) talker, i.e. a wrangler",g3151,vain talker 1
3152,mat'-ah-yos,μάταιος,mátaios,"[μάταιος] from the base of {{g3155}}; empty, i.e. (literally) profitless, or (specially), an idol",g3152,"vain 5, vanities 1"
3153,mat-ah-yot'-ace,ματαιότης,mataiótēs,"[ματαιότης] from {{g3152}}; inutility; figuratively, transientness; morally, depravity",g3153,vanity 3
3154,mat-ah-yo'-o,ματαιόω,mataióō,"[ματαιόω] from {{g3152}}; to render (passively, become) foolish, i.e. (morally) wicked or (specially), idolatrous",g3154,become vain 1
3155,mat'-ane,μάτην,mátēn,"[μάτην] accusative case of a derivative of the base of {{g3145}} (through the idea of tentative manipulation, i.e. unsuccessful search, or else of punishment); folly, i.e. (adverbially) to no purpose",g3155,in vain 2
3156,mat-thah'-yos,Ματθαῖος,Matthaîos,"[Ματθαῖος] a shorter form of {{g3161}}; Matthæus (i.e. Matthitjah), an Israelite and a Christian",g3156,Matthew 5
3157,mat-than',Ματθάν,Matthán,"[Ματθάν] of Hebrew origin ({{h4977}}); Matthan (i.e. Mattan), an Israelite",g3157,Matthan 2
3158,mat-that',Ματθάτ,Matthát,"[Ματθάτ] probably a shortened form of {{g3161}}; Matthat (i.e. Mattithjah), the name of two Israelites",g3158,Matthat 2
3159,mat-thee'-as,Ματθίας,Matthías,"[Ματθίας] apparently a shortened form of {{g3161}}; Matthias (i.e. Mattithjah), an Israelite",g3159,Matthias 2
3160,mat-tath-ah',Ματταθά,Mattathá,"[Ματταθά] probably a shortened form of {{g3161}} (compare {{h4992}}); Mattatha (i.e. Mattithjah), an Israelite",g3160,Mattatha 1
3161,mat-tath-ee'-as,Ματταθίας,Mattathías,"[Ματταθίας] of Hebrew origin ({{h4993}}); Mattathias (i.e. Mattithjah), an Israelite and a Christian",g3161,Mattathias 2
3162,makh'-ahee-rah,μάχαιρα,máchaira,"[μάχαιρα] probably feminine of a presumed derivative of {{g3163}}; a knife, i.e. dirk; figuratively, war, judicial punishment",g3162,sword 29
3163,makh'-ay,μάχη,máchē,"[μάχη] from {{g3164}}; a battle, i.e. (figuratively) controversy",g3163,"fighting 2, strife 1, striving 1"
3164,makh'-om-ahee,μάχομαι,máchomai,"[μάχομαι] middle voice of an apparently primary verb; to war, i.e. (figuratively) to quarrel, dispute",g3164,"strive 3, fight 1"
3165,meh,μέ,mé,[μέ] a shorter (and probably original) form of {{g1691}}; me,g3165,"me 263, I 37, my 1, not tr 1"
3166,meg-al-ow-kheh'-o,μεγαλαυχέω,megalauchéō,"[μεγαλαυχέω] from a compound of {{g3173}} and αὐχέω (to boast; akin to {{g837}} and {{g2744}}); to talk big, i.e. be grandiloquent (arrogant, egotistic)",g3166,boast great things 1
3167,meg-al-i'-os,μεγαλεῖος,megaleîos,"[μεγαλεῖος] from {{g3173}}; magnificent, i.e. (neuter, plural as noun) a conspicuous favor, or (subjectively) perfection",g3167,"great thing 1, wonderful work 1"
3168,meg-al-i-ot'-ace,μεγαλειότης,megaleiótēs,"[μεγαλειότης] from {{g3167}}; superbness, i.e. glory or splendor",g3168,"mighty power 1, magnificence 1, majesty 1"
3169,meg-al-op-rep-ace',μεγαλοπρεπής,megaloprepḗs,[μεγαλοπρεπής] from {{g3173}} and {{g4241}}; befitting greatness or magnificence (majestic),g3169,excellent 1
3170,meg-al-oo'-no,μεγαλύνω,megalýnō,"[μεγαλύνω] from {{g3173}}; to make (or declare) great, i.e. increase or (figuratively) extol",g3170,"magnify 5, enlarge 2, show great 1"
3171,meg-al'-oce,μεγάλως,megálōs,[μεγάλως] adverb from {{g3173}}; much,g3171,greatly 1
3172,meg-al-o-soo'-nay,μεγαλωσύνη,megalōsýnē,"[μεγαλωσύνη] from {{g3173}}; greatness, i.e. (figuratively) divinity (often God himself)",g3172,"Majesty 2, majesty 1"
3173,meg'-as,μέγας,mégas,"[μέγας] (including the prolonged forms, feminine μεγάλη, plural μεγάλοι, etc.; compare also {{g3176}}, {{g3187}}); big (literally or figuratively, in a very wide application)",g3173,"great 150, loud 33, misc 12"
3174,meg'-eth-os,μέγεθος,mégethos,[μέγεθος] from {{g3173}}; magnitude (figuratively),g3174,greatness 1
3175,meg-is-tan'-es,μεγιστᾶνες,megistânes,[μεγιστᾶνες] plural from {{g3176}}; grandees,g3175,"great men 2, lords 1"
3176,meg'-is-tos,μέγιστος,mégistos,[μέγιστος] superlative of {{g3173}}; greatest or very great,g3176,exceeding great 1
3177,meth-er-mane-yoo'-o,μεθερμηνεύω,methermēneúō,"[μεθερμηνεύω] from {{g3326}} and {{g2059}}; to explain over, i.e. translate",g3177,"being interpreted 6, be by interpretation 1"
3178,meth'-ay,μέθη,méthē,"[μέθη] apparently a primary word; an intoxicant, i.e. (by implication) intoxication",g3178,drunkenness 3
3179,meth-is'-tay-mee,μεθίστημι,methístēmi,"[μεθίστημι] , or (1 Cor. 13:2)      μεθιστάνωfrom {{g3326}} and {{g2476}}; to transfer, i.e. carry away, depose or (figuratively) exchange, seduce",g3179,"remove 2, put out 1, turn away 1, translate 1"
3180,meth-od-i'-ah,μεθοδεία,methodeía,"""[μεθοδεία] from a compound of {{g3326}} and {{g3593}} (compare ""method""); travelling over, i.e. travesty (trickery)"",g3180,""lie in wait 1, wile 1",NULL,
3181,meth-or'-ee-os,μεθόριος,methórios,"[μεθόριος] from {{g3326}} and {{g3725}}; bounded alongside, i.e. contiguous (neuter plural as noun, frontier)",g3181,border 1
3182,meth-oos'-ko,μεθύσκω,methýskō,[μεθύσκω] a prolonged (transitive) form of {{g3184}}; to intoxicate,g3182,"be drunken 2, be drunk 1"
3183,meth'-oo-sos,μέθυσος,méthysos,"[μέθυσος] from {{g3184}}; tipsy, i.e. (as noun) a sot",g3183,drunkard 2
3184,meth-oo'-o,μεθύω,methýō,"[μεθύω] from another form of {{g3178}}; to drink to intoxication, i.e. get drunk",g3184,"be drunken 5, have well drunk 1, be made drunk 1"
3185,mide'-zon,μεῖζον,meîzon,[μεῖζον] neuter of {{g3187}}; (adverbially) in greater degree,g3185,the more 1
3186,mide-zot'-er-os,μειζότερος,meizóteros,[μειζότερος] continued comparative of {{g3187}}; still larger (figuratively),g3186,greater 1
3187,mide'-zone,μείζων,meízōn,"[μείζων] irregular comparative of {{g3173}}; larger (literally or figuratively, specially, in age)",g3187,"greater 34, greatest 9, elder 1, more 1"
3188,mel'-an,μέλαν,mélan,[μέλαν] neuter of {{g3189}} as noun; ink,g3188,ink 3
3189,mel'-as,μέλας,mélas,[μέλας] apparently a primary word; black,g3189,black 3
3190,mel-eh-as',Μελεᾶς,Meleâs,"[Μελεᾶς] of uncertain origin; Meleas, an Israelite",g3190,Melea 1
3191,mel-et-ah'-o,μελετάω,meletáō,"[μελετάω] from a presumed derivative of {{g3199}}; to take care of, i.e. (by implication) revolve in the mind",g3191,"premeditate 1, imagine 1, meditate 1"
3192,mel'-ee,μέλι,méli,[μέλι] apparently a primary word; honey,g3192,honey 4
3193,mel-is'-see-os,μελίσσιος,melíssios,"[μελίσσιος] from {{g3192}}; relating to honey, i.e. bee (comb)",g3193,honeycomb + \\2781\\ 1
3194,mel-ee'-tay,Μελίτη,Melítē,"[Μελίτη] of uncertain origin; Melita, an island in the Mediterranean",g3194,Melita 1
3195,mel'-lo,μέλλω,méllō,"[μέλλω] a strengthened form of {{g3199}} (through the idea of expectation); to intend, i.e. be about to be, do, or suffer something (of persons or things, especially events; in the sense of purpose, duty, necessity, probability, possibility, or hesitation)",g3195,"shall 25, should 20, would 9, to come 9, will 7, things to come 4, not tr 3, misc 33"
